example_id,source,text,reference,prediction,raw_output,input_tokens,output_tokens,latency_seconds,tokens_per_second
242,email,"Please open the attached file to read the complete text of the following items:  07:24AM EDT 31-MAY-01 ABN AMRO INC. (CIHRA,ROBERT) CPQ DELL GTW COMPAQ COMPUTER: LOWERING ESTIMATES  04:21PM EDT 30-MAY-01 BEAR STEARNS (J. NEFF/BOBBA/HAND) IBM HWP EMC: LOWERING ESTIMATES; MAINTAIN ATTRACTIVE  06:38AM EDT 31-MAY-01 PRUDENTIAL SECURITIES (H.MOSESMANN) INTC AMD INTC:  UPDATE FROM TAIWAN.
QUARTER TRACKING TOWARD LOWER END OF GUIDANCE  02:39PM EDT 30-MAY-01 UBS WARBURG (US) (YOUNG, DON) GTW AAPL CP GTW: PRICE WAR - COOL !
11:45AM EDT 30-MAY-01 LEHMAN BROTHERS (ELLING, GEORGE) SUNW EMC HW SUN MICROSYSTEMS: 4Q01 GUIDANCE LOWERED; EUROPE WEAK  08:59AM EDT 31-MAY-01 J.P. MORGAN (WALTER J. WINNITZKI) TECD CPQ DELL IM DZTK TECD: Q1 SOLID, BUT GUIDANCE REDUCED DUE TO INDUSTRY CONDITIONS   <<5.31.01 Analyst Reports.doc>> The analyst reports provided are reports prepared by independent analysts who monitor and track Compaq's performance.
These reports are not prepared by or at the direction of Compaq and as a result, Compaq is not endorsing or verifying the information contained in these reports or endorsing any of these analysts.
These reports are being provided solely for business reasons and as a result, do not distribute these reports to other individuals outside of Compaq.
If other individuals are interested in receiving the reports provided herein, please contact Elizabeth Davis in Compaq's Investor Relations Department at elizabeth.davis@compaq.com.","- Please open the attached file to read the complete text of the following items: 07:24AM EDT 31-MAY-01 ABN AMRO INC. (CIHRA,ROBERT) CPQ DELL GTW COMPAQ COMPUTER: LOWERING ESTIMATES 04:21PM EDT 30-MAY-01 BEAR STEARNS (J. NEFF/BOBBA/HAND) IBM HWP EMC...
- QUARTER TRACKING TOWARD LOWER END OF GUIDANCE 02:39PM EDT 30-MAY-01 UBS WARBURG (US) (YOUNG, DON) GTW AAPL CP GTW: PRICE WAR - COOL!
- 11:45AM EDT 30-MAY-01 LEHMAN BROTHERS (ELLING, GEORGE) SUNW EMC HW SUN MICROSYSTEMS: 4Q01 GUIDANCE LOWERED; EUROPE WEAK 08:59AM EDT 31-MAY-01 J.P. MORGAN (WALTER J. WINNITZKI) TECD CPQ DELL IM DZTK TECD: Q1 SOLID, BUT GUIDANCE REDUCED DUE TO INDUSTRY...
- These reports are not prepared by or at the direction of Compaq and as a result, Compaq is not endorsing or verifying the information contained in these reports or endorsing any of these analysts.
- These reports are being provided solely for business reasons and as a result, do not distribute these reports to other individuals outside of Compaq.","- The analyst reports provided are reports prepared by independent analysts who monitor and track Compaq's performance.
- These reports are being provided solely for business reasons and as a result, do not distribute these reports to other individuals outside of CompaQ.
- If other individuals are interested in receiving the reports provided herein, please contact Elizabeth Davis in Compaqu's Investor Relations Department at elizabeth.davis@compaq.com.","<BULLET> The analyst reports provided are reports prepared by independent analysts who monitor and track Compaq's performance.<BULLET> These reports are being provided solely for business reasons and as a result, do not distribute these reports to other individuals outside of CompaQ.<BULLET> If other individuals are interested in receiving the reports provided herein, please contact Elizabeth Davis in Compaqu's Investor Relations Department at elizabeth.davis@compaq.com.",711,99,3.564186156000005,27.77632695568998
132,email,"Jay,  I can't seem to suspend my product without hitting the stop sign with the  hand on it.
The red stop light isn't showing up and when I right click on the  product the suspend product option is faded and I can't select it.
How can I  fix this?
Let me know.
Thanx,","- Jay, I can't seem to suspend my product without hitting the stop sign with the hand on it.
- The red stop light isn't showing up and when I right click on the product the suspend product option is faded and I can't select it.","- Jay, I can't seem to suspend my product without hitting the stop sign with the hand on it.
- The red stop light isn't showing up and when I right click on the product the suspend product option is faded and I can’t select it.<extra_id_38> How can I fix this? Let me know.","<BULLET> Jay, I can't seem to suspend my product without hitting the stop sign with the hand on it.<BULLET> The red stop light isn't showing up and when I right click on the product the suspend product option is faded and I can’t select it.<extra_id_38> How can I fix this? Let me know.",273,69,2.111018988000069,32.68563683805091
232,email,"Sam:  We need to send Sharen Cason the Deemed ISDA format to reconfirm this  transaction.
It is a domestic deal and I'd like to review your template  before sending to Sharen.
Please email to me on Monday so that we can send  to Sharen.
Thanks.
Sara","- Sam: We need to send Sharen Cason the Deemed ISDA format to reconfirm this transaction.
- It is a domestic deal and I'd like to review your template before sending to Sharen.
- Please email to me on Monday so that we can send to Sharen.","- It is a domestic deal and I'd like to review your template before sending to Sharen.
- Please email to me on Monday so that we can send to ShareN.",<BULLET> It is a domestic deal and I'd like to review your template before sending to Sharen.<BULLET> Please email to me on Monday so that we can send to ShareN.,267,39,1.2703879819999884,30.699282858927706
53,email,"The following reports have been waiting for your approval for more than 4 days.
Please review.
Owner: Matthew M Lorenz Report Name: Minnesota Power Outing Days In Mgr.
Queue: 4  Owner: Russell W Ballato Report Name: Group Mtg.
Days In Mgr.
Queue: 4  Owner: Joseph Errigo Report Name: Group Mtg.
Days In Mgr.
Queue: 4  Owner: Don C Baughman Jr Report Name: Hourly Monthly Mtg.
Days In Mgr.
Queue: 4","- The following reports have been waiting for your approval for more than 4 days.
- Owner: Matthew M Lorenz Report Name: Minnesota Power Outing Days In Mgr.
- Queue: 4 Owner: Russell W Ballato Report Name: Group Mtg.
- Queue: 4 Owner: Joseph Errigo Report Name: Group Mtg.
- Queue: 4 Owner: Don C Baughman Jr Report Name: Hourly Monthly Mtg.","- The following reports have been waiting for your approval for more than 4 days.
- Please review.",<BULLET> The following reports have been waiting for your approval for more than 4 days.<BULLET> Please review.,327,21,0.8866378870000062,23.684979299784708
162,email,"Whats the good word in houston?
did you manage to have a break from the chaos at work for some turkey -drop me a line when you have a chance.
Things are much the same here over the past few weeks.","- Whats the good word in houston? did you manage to have a break from the chaos at work for some turkey -drop me a line when you have a chance.
- Things are much the same here over the past few weeks.",- did you manage to have a break from the chaos at work for some turkey -drop me a line when you have.,<BULLET> did you manage to have a break from the chaos at work for some turkey -drop me a line when you have.,257,30,1.0485478379999904,28.61099790851915
329,email,"All,  We have migrated many Enpower applications successfully on Saturday the Dec 8, 2001 for Pwr_Deal_Strips table change.
Please re-login to Enpower system for updates.
For further queries, please call me at X57926.
Thanks.","- All, We have migrated many Enpower applications successfully on Saturday the Dec 8, 2001 for Pwr_Deal_Strips table change.
- Please re-login to Enpower system for updates.
- For further queries, please call me at X57926.","- All, We have migrated many Enpower applications successfully on Saturday the Dec 8, 2001 for Pwr_Deal_Strips table change.
- Please re-login to Enpower system for updates.
- For further queries, please call me at X57926.","<BULLET> All, We have migrated many Enpower applications successfully on Saturday the Dec 8, 2001 for Pwr_Deal_Strips table change.<BULLET> Please re-login to Enpower system for updates.<BULLET> For further queries, please call me at X57926.",265,62,2.343827936000025,26.45245371800165
284,xsum,"Hibs, who beat Swansea 5-0 on Tuesday, fell behind when Yana Malakhova netted for the Ukrainian side.
But Lucy Graham scored her third goal of the group to draw Hibs level late on.
Swansea take on Olimpia Cluj later on Friday, with all of the Group 2 fixtures being played in Cluj-Napoca, Romania.
The final round of fixtures is on Monday, with Hibs taking on Cluj and Swansea meeting Kharkiv. Cluj beat Kharkiv on Tuesday.
The 10 group winners qualify for the knock-out stage along with one best runner-up.
Scottish Women's Premier League runners-up Hibs made their debut in the competition last season.
Hibs, who presently lead the SWPL from champions Glasgow City, lost 10-1 on aggregate to Bayern Munich after qualifying directly for the knock-out stage last season.
Scottish champions City, who have a game in hand over Hibs in this season's domestic league, again start their Champions League campaign in the knock-out stage.","- Hibs, who beat Swansea 5-0 on Tuesday, fell behind when Yana Malakhova netted for the Ukrainian side.
- But Lucy Graham scored her third goal of the group to draw Hibs level late on.
- Swansea take on Olimpia Cluj later on Friday, with all of the Group 2 fixtures being played in Cluj-Napoca, Romania.
- The final round of fixtures is on Monday, with Hibs taking on Cluj and Swansea meeting Kharkiv.
- The 10 group winners qualify for the knock-out stage along with one best runner-up.","- Hibs fell behind when Yana Malakhova netted for the Ukrainian side.
- But Lucy Graham scored her third goal of the group to draw Hib's level late on.
- The final round of fixtures is on Monday, with Hib’s taking on Cluj and Swansea meeting Kharkiv.
- Cluj beat Khar Kiv on Tuesday.
- The 10 group winners qualify for the knock-out stage along with one best runner-up.
- Scottish champions City, who have a game in hand over Hib in this season's domestic league.","<BULLET> Hibs fell behind when Yana Malakhova netted for the Ukrainian side.<BULLET> But Lucy Graham scored her third goal of the group to draw Hib's level late on.<BULLET> The final round of fixtures is on Monday, with Hib’s taking on Cluj and Swansea meeting Kharkiv.<BULLET> Cluj beat Khar Kiv on Tuesday.<BULLET>The 10 group winners qualify for the knock-out stage along with one best runner-up.<BULLET> Scottish champions City, who have a game in hand over Hib in this season's domestic league.",436,125,4.552289029999997,27.45871344640876
238,xsum,"The plants were found during searches of premises on the Ballygowan Road in Comber on Thursday.
The two men, aged 26 and 49, and the 39-year-old woman have been charged with a number of offences.
These include cultivating cannabis and possessing a class B controlled drug with intent to supply.
The two men and woman are due to appear at court in Newtownards on Saturday.","- The plants were found during searches of premises on the Ballygowan Road in Comber on Thursday.
- The two men, aged 26 and 49, and the 39-year-old woman have been charged with a number of offences.
- These include cultivating cannabis and possessing a class B controlled drug with intent to supply.","- The plants were found during searches of premises on the Ballygowan Road in Comber on Thursday.
- The two men, aged 26 and 49, and the 39-year-old woman have been charged with a number of offences.
- These include cultivating cannabis and possessing a class B controlled drug with intent to supply.
- They are due to appear at court in Newtownards on Saturday.","<BULLET> The plants were found during searches of premises on the Ballygowan Road in Comber on Thursday.<BULLET> The two men, aged 26 and 49, and the 39-year-old woman have been charged with a number of offences.<BULLET> These include cultivating cannabis and possessing a class B controlled drug with intent to supply.<BULLET> They are due to appear at court in Newtownards on Saturday.",292,88,2.693287009999949,32.673829292334375
283,xsum,"Japan's hi-tech toilets famously include features such as lid and seat controls, flush strength, front and back bidets, and air drying,
Different manufacturers all use their own pictograms for each function.
But the Japan Sanitary Equipment Industry Association says this confuses foreign tourists.
The organisation said (in Japanese) that it hoped its eight new pictograms would make things easier for non-Japanese speakers and create ""a toilet environment that anyone can use with peace of mind"".
Japan is attracting tourists in record numbers and authorities are focussed on making the country more welcoming for the Tokyo Olympic Games in 2020.
The association includes major domestic toilet giants, including Toshiba, Panasonic and Toto.
They will begin using the new symbols this year, the association said.","- Japan's hi-tech toilets famously include features such as lid and seat controls, flush strength, front and back bidets, and air drying, Different manufacturers all use their own pictograms for each function.
- But the Japan Sanitary Equipment Industry Association says this confuses foreign tourists.
- The organisation said (in Japanese) that it hoped its eight new pictograms would make things easier for non-Japanese speakers and create ""a toilet environment that anyone can use with peace of mind"".
- Japan is attracting tourists in record numbers and authorities are focussed on making the country more welcoming for the Tokyo Olympic Games in 2020.
- They will begin using the new symbols this year, the association said.","- The Japan Sanitary Equipment Industry Association says this confuses foreign tourists.
- The organisation said (in Japanese) that it hoped its eight new pictograms would make things easier for non-Japanese speakers and create ""a toilet environment that anyone can use with peace of mind"".
- Japan is attracting tourists in record numbers and authorities are focussed on making the country more welcoming for the Tokyo Olympic Games in 2020.
- The association includes major domestic toilet giants, including Toshiba, Panasonic and Toto.
- They will begin using the new symbols this year, the association said.","<BULLET> The Japan Sanitary Equipment Industry Association says this confuses foreign tourists.<BULLET> The organisation said (in Japanese) that it hoped its eight new pictograms would make things easier for non-Japanese speakers and create ""a toilet environment that anyone can use with peace of mind"".<BULLET> Japan is attracting tourists in record numbers and authorities are focussed on making the country more welcoming for the Tokyo Olympic Games in 2020.<BULLET>The association includes major domestic toilet giants, including Toshiba, Panasonic and Toto.<BULLET> They will begin using the new symbols this year, the association said.",372,124,3.7222328240000024,33.313337951478964
450,xsum,"Its depiction, at a screening of the film Suffragette to a teenage audience as part of the Into Film Festival, drew gasps from those perhaps not familiar with the story of the votes-for-women campaigner whose death propelled the cause on to the newspaper front pages.
But a question-and-answer session with screenwriter Abi Morgan and actress Romola Garai revealed other viewers had done their homework.
""It's an incredible film, stunning,"" said Khadija, 17, from Ellen Wilkinson school in west London.
She particularly liked its focus on a group of working-class campaigners in the East End - but took issue with the absence of leading figures in the movement who were of Asian origin.
Her comments echo complaints when the film was launched last month, that it had airbrushed out the contributions of ethnic minority women to the movement.
""I did a bit of research beforehand and came across a group of Asian women that were at the forefront.
""So I came into the film really excited to see them and to be honest I was quite disappointed they simply weren't there, not even in the extras,"" said Khadija.
Abi Morgan knew exactly who she meant - two Asian women played a large part in funding the movement.
""But both of them were aristocratic,"" and one, Princess Sophia Duleep Singh, was a god-daughter of Queen Victoria, she explained.
Mass migration had yet to happen and although there was some - it was predominantly Irish and Jewish, she said.
""I could only find one photograph of a woman of colour in the suffragette movement.""
She gave Khadija her email address and asked her to pass on her research.
Other audience members were keen to explore the balance between fact and creativity in historical drama.
""Ultimately it's an act of creation,"" said Abi.
""What I wanted to do was create fictional characters that would collide with history.
""I discovered this area of east London and a really interesting group of women to focus on.""
Sometimes practical problems got in the way of accuracy too, she explained.
For example, a key speech by suffragette leader Emmeline Pankhurst, made in the film outside a London house, was in fact delivered in the Albert Hall.  ""But we couldn't afford the Albert Hall. You are always cutting your cloth.""
The discussion highlighted how some parts of the film are still relevant today, particularly battles for equal pay and against sexual violence.
Romola Garai, who plays the wife of an MP, said women of the political class could involve themselves in the movement but were often constrained by their husbands' careers.
But the working-class heroine of the film ""has no safety net. So the stakes are much higher. She has no family network, no education to fall back on,"" said the actress.
""Would you have been a suffragette at the time?"" was another question.
""There were a lot of women involved in the movement at the time who wore badges and jewellery - the equivalent of wearing a T-shirt.
""I think I would have done a bit more than wear a T-shirt,"" said Romola.
""I have a bad feeling I might have written a cheque,"" said Abi, ""but it's a bit like asking if I would be brave enough to stand up and protest against rape in India or be part of the Arab Spring.
""The fury and anger of some of these protests makes me feel that maybe I could.""
She explained that it had taken her six years to get funding for the movie and she finally managed to raise $14m (Â£9m), which is really quite a small budget for a film.
If she had been male and looking for funding for a film based on male struggles, she believes the funding would have been easier.
It is ironic, she said, that ""the one film that promotes equality for women is having its diversity questioned.
""The film is absolutely about promoting equality for all women, including women of colour.""
However, she was glad the question had been raised ""because we need to talk about it"".
Khadija says she will be continuing the conversation by email.
""I am definitely going to pass on what I thought of it and things I came across.
""It is important that she is interested for future films, which hopefully women will also get involved in, which I think is really exciting.""
Suffragette is one of 150 films being shown free to 400,000 children and young people during the Into Film Festival, which runs until 20 November across the UK.","- Its depiction, at a screening of the film Suffragette to a teenage audience as part of the Into Film Festival, drew gasps from those perhaps not familiar with the story of the votes-for-women campaigner whose death propelled the cause on to the newspaper...
- But a question-and-answer session with screenwriter Abi Morgan and actress Romola Garai revealed other viewers had done their homework.
- ""It's an incredible film, stunning,"" said Khadija, 17, from Ellen Wilkinson school in west London.
- She particularly liked its focus on a group of working-class campaigners in the East End - but took issue with the absence of leading figures in the movement who were of Asian origin.
- Her comments echo complaints when the film was launched last month, that it had airbrushed out the contributions of ethnic minority women to the movement.
- ""I did a bit of research beforehand and came across a group of Asian women that were at the forefront.
- ""So I came into the film really excited to see them and to be honest I was quite disappointed they simply weren't there, not even in the extras,"" said Khadija.
- ""But both of them were aristocratic,"" and one, Princess Sophia Duleep Singh, was a god-daughter of Queen Victoria, she explained.","- Mass migration had yet to happen and although there was some - it was predominantly Irish and Jewish, she said.
- She has no family network, no education to fall back on,"" said the actress.
- ""I have a bad feeling I might have written a cheque,"" said Khadija.
- Suffragette is one of 150 films being shown free to 400,000 children and young people during the Into Film Festival, which runs until 20 November across the UK.","<BULLET> Mass migration had yet to happen and although there was some - it was predominantly Irish and Jewish, she said.<BULLET> She has no family network, no education to fall back on,"" said the actress.<BULLET> ""I have a bad feeling I might have written a cheque,"" said Khadija.<BULLET> Suffragette is one of 150 films being shown free to 400,000 children and young people during the Into Film Festival, which runs until 20 November across the UK.",1221,101,6.001398477999942,16.829410739888047
70,ag_news,Iran Insists on Keeping Some Centrifuges (AP) AP - Iran insisted Thursday it had a right to exempt some equipment from an agreement with the European Union committing it to freeze all parts of a program that can make nuclear weapons-grade uranium  #151; a move that diplomats said threatened to scuttle the deal.,"- Iran Insists on Keeping Some Centrifuges.
- Iran Insists on Keeping Some Centrifuges (AP) AP - Iran insisted Thursday it had a right to exempt some equipment from an agreement with the European Union committing it to freeze all parts of a program that can make nuclear weapons-grade uranium - a move...",- Iran Insists on Keeping Some Centrifuges (AP),<BULLET> Iran Insists on Keeping Some Centrifuges (AP),287,18,0.7528676850000693,23.908583617848258
318,ag_news,"Najaf Battle.. Sistani Wins Big The dramatic return from abroad, call on his followers to head for Najaf and the swift ending to a three-week long fierce battle","- Sistani Wins Big The dramatic return from abroad, call on his followers to head for Najaf and the swift ending to a three-week long fierce battle.","- Najaf Battle.
- Sistani Wins Big The dramatic return from abroad, call on his followers to head for NajaF and the swift ending to a three-week long fierce battle.","<BULLET> Najaf Battle.<BULLET> Sistani Wins Big The dramatic return from abroad, call on his followers to head for NajaF and the swift ending to a three-week long fierce battle.",246,44,1.3485741619999772,32.627052512074414
365,cnn_dailymail,"Authorities say a live hand grenade from World War II has been removed from a western New York state home. Police in Albion in Orleans County told local media that the home was being cleaned out on Tuesday when the grenade was found in the basement. Joe Roberts found the grenade in the afternoon, while he cleaned with his wife Linda Roberts, Orleans Hub reported. Relic: This live WWII grenade was found inside an Albion, New York, home . Success: The grenade was removed and is being detonated elsewhere . The couple was working in the home following an estate sale held by homeowner Elizabeth Donovan, according to the newspaper. Donovan lived in the house since the 1920s and had recently moved in with relatives, with Orleans Hub reporting that she went to Florida. Albion police were contacted by Joe Roberts and photographed the grenade, then called in the sheriff's office bomb squad in neighboring Monroe County, the newspaper said. Scene: Joe Roberts and his wife Linda Roberts were cleaning out this Albion home when Joe found the live grenade . The squad found the grade was from World War II. The bomb squad took the explosive out of the home and planned to detonate it elsewhere, Orleans Hub reported. A relative of Donovan's told the newspaper the grenade could have been in the house because one of her realtives served in the military in WWII and could have kept it as a souvenir. At a different residence, the Roberts discovered a War of 1812 cannon ball, the paper said.","- Authorities say a live hand grenade from World War II has been removed from a western New York state home.
- Police in Albion in Orleans County told local media that the home was being cleaned out on Tuesday when the grenade was found in the basement.
- Joe Roberts found the grenade in the afternoon, while he cleaned with his wife Linda Roberts, Orleans Hub reported.
- Relic: This live WWII grenade was found inside an Albion, New York, home.
- Success: The grenade was removed and is being detonated elsewhere.
- The couple was working in the home following an estate sale held by homeowner Elizabeth Donovan, according to the newspaper.","- Authorities say a live hand grenade from World War II has been removed from a western New York state home.
- The couple was working in the home following an estate sale held by homeowner Elizabeth Donovan, according to the newspaper.
- Donoan lived in the house since the 1920s and had recently moved in with relatives, with Orleans Hub reporting that she went to Florida.
- Albion police were contacted by Joe Roberts and photographed the grenakde, then called in the sheriff's office bomb squad took the explosive out of the home and planned to detonate it elsewhere,","<BULLET> Authorities say a live hand grenade from World War II has been removed from a western New York state home.<BULLET> The couple was working in the home following an estate sale held by homeowner Elizabeth Donovan, according to the newspaper.<BULLET> Donoan lived in the house since the 1920s and had recently moved in with relatives, with Orleans Hub reporting that she went to Florida.<BULLET> Albion police were contacted by Joe Roberts and photographed the grenakde, then called in the sheriff's office bomb squad took the explosive out of the home and planned to detonate it elsewhere,",562,132,4.223046644999954,31.25705470392725
247,cnn_dailymail,"A father-of-three died from a burst blood vessel the day after being discharged from hospital with Gaviscon to treat heartburn, an inquest heard. Daren Hooper, 42, was rushed to hospital after collapsing at work and was diagnosed with gastro-oesophageal reflux and given antacids as treatment. But doctors failed to carry out a CT scan which might have spotted that a leaky artery was slowly filling his chest with blood, the hearing was told. Project worker Daren Hooper is pictured here with his wife Kath. He had suffered with digestive problems for the past decade. He collapsed at his home in Ruishton, Somerset, less than 24 hours after being discharged and died en route to Musgrove Park Hospital in Taunton. Recording a narrative verdict, coroner Michael Rose said that ‘not enough consideration’ was given to his diagnosis and that a CT scan could have saved his life. The inquest in Taunton, Somerset, heard how Mr Hooper had suffered from gastrointestinal problems for more than a decade. Three days before he died the project manager collapsed at work and was rushed to the Bristol Royal Infirmary. He was diagnosed with gastro-oesophageal reflux and - despite suffering from severe chest pains - was not given a CT scan that may have spotted any damage to his aorta. Mr Hooper collapsed at home on January 16, 2012, where his young son Archie called an ambulance. He went into cardiac arrest en route to Musgrove Hill hospital in Taunton and neither the paramedics nor the emergency resuscitation team at the hospital were able to revive him. His wife Kath, who was with him in the ambulance, told the inquest: ‘I was leaning over Daren and his eyes went. They just went.’ A post mortem examination recorded . his death to be haemorrhage caused by a ruptured aortic aneurysm - a . massive amount of blood which filled his chest. The . aorta is the largest blood vessel in the body and a rupture is a . catastrophic medical condition which carries just a three per cent . survival rate. Mr Hooper was sent home from the Bristol Royal Infirmary with antacids after he collapsed at work . The inquest heard evidence from five doctors who treated him at the Bristol Royal Infirmary. Dr James Ritchie was a junior doctor at the time and flagged up the possibility Mr Hooper's condition may have been more serious than originally thought. He told the inquest: 'I considered the possibility of aortic dissection. ‘I asked the nurse to check Mr Hooper's blood pressure in both arms and I checked that his right and left pulses were equal in volume and synchronous, which they were.’ He added: ‘I was aware that these were possible signs of aortic dissection but I was unsure how reassuring the normal findings were.’ Dr Ritchie and senior medic Dr Alasdair Macrae checked the chest x-ray, which showed no sign of aortic aneurysm or dissection - where part of the lining of the aorta breaks apart and splits inside the artery. Mr Hooper, a project manager at a property firm, was given Gaviscon during his stay in hospital, the inquest heard. Mr Hooper diagnosed with gastro-oesophageal reflux and given Gaviscon during his stay in hospital, the inquest heard . Coroner Mr Rose said: ‘This is a tragic case. The deceased, Daren Mervyn Hooper, was 42 years of age and I would hope he would have a good life ahead of him. ‘My assessment is I feel not enough consideration was given to what admittedly is a rare but not impossible consideration that something had gone wrong with the aorta. ‘We do not think that full consideration was given to the actual matters that subsequently led to his death. ‘When he was discharged from hospital, he was not the man his wife knew two days earlier."" Ruptured aortic aneurysms in the chest affect only one in 100,000 patients, but the chances of suffering one are dramatically reduced with age. Mr Hooper was in an age bracket where the NHS see perhaps only two or three cases a year, the inquest was told. Mr Rose added: ‘Had the consideration that Mr Hooper was suffering from an aortic leak been fully considered, a CT scan would have been conducted. ‘His leaking aortic aneurysm would have been discovered and this may have led to successful surgery.’ Speaking after the hearing, Mr Hooper's wife Kath said: ""I am satisfied that today's inquest has acknowledged that there are some serious issues for the . Trust to address following the death of my husband. ‘Expert opinion states that his death could have been avoided if he had been given a CT scan when he visited Bristol Royal Infirmary. ‘Indeed, the doctor dealing with him raised the possibility of such a scan but was informed by a senior that it wasn't necessary - that fateful decision has completely devastated my family. ‘It hasn't been helped by the minimal psychological support offered for myself and my children. ‘I will now campaign for better support for bereaved parents and children who really need it to help them rebuild their lives.’ Mr Hooper is survived by his wife Kath and their three children, Joseph, 15, Archie, nine and Darcy, four. Kath's solicitor Andrew Hannam commented after the case: 'We will now consider our options in terms of pursuing this matter further with the objective of securing the kind of support the Hooper family deserve to help them cope without a husband and a father. ‘Meanwhile, it is important to point out that this tragic event has been investigated thoroughly by the Trust who accepted that Darren Hooper's death was regarded as a Serious Untoward Incident. ‘The Serious Untoward Incident investigation has resulted in training for staff at Bristol Royal Infirmary to ensure this 'knowledge gap' is closed and these circumstances don't occur again.'","- A father-of-three died from a burst blood vessel the day after being discharged from hospital with Gaviscon to treat heartburn, an inquest heard.
- Daren Hooper, 42, was rushed to hospital after collapsing at work and was diagnosed with gastro-oesophageal reflux and given antacids as treatment.
- But doctors failed to carry out a CT scan which might have spotted that a leaky artery was slowly filling his chest with blood, the hearing was told.
- He had suffered with digestive problems for the past decade.
- He collapsed at his home in Ruishton, Somerset, less than 24 hours after being discharged and died en route to Musgrove Park Hospital in Taunton.
- Recording a narrative verdict, coroner Michael Rose said that ‘not enough consideration’ was given to his diagnosis and that a CT scan could have saved his life.
- The inquest in Taunton, Somerset, heard how Mr Hooper had suffered from gastrointestinal problems for more than a decade.
- Three days before he died the project manager collapsed at work and was rushed to the Bristol Royal Infirmary.
- He was diagnosed with gastro-oesophageal reflux and - despite suffering from severe chest pains - was not given a CT scan that may have spotted any damage to his aorta.
- Mr Hooper collapsed at home on January 16, 2012, where his young son Archie called an ambulance.","- Daren Hooper, 42, was discharged from hospital with gastro-oesophageal reflux and given antacids as treatment.
- But doctors failed to carry out a CT scan which might have spotted any damage to his aorta, the inquest heard.
- Three days before he died the project manager collapsed at home on January 16, 2012, where his young son Archie called an ambulance.
- He went into cardiac arrest en route to Musgrove Hill hospital in Taunton and neither the paramedics nor the 'investigated' and found out that ‘fundfundfund ‘funding ‘fund ‘1.
- ‘1.","<BULLET> Daren Hooper, 42, was discharged from hospital with gastro-oesophageal reflux and given antacids as treatment.<BULLET> But doctors failed to carry out a CT scan which might have spotted any damage to his aorta, the inquest heard.<BULLET> Three days before he died the project manager collapsed at home on January 16, 2012, where his young son Archie called an ambulance.<BULLET> He went into cardiac arrest en route to Musgrove Hill hospital in Taunton and neither the paramedics nor the 'investigated' and found out that ‘fundfundfund ‘funding ‘fund ‘1.<BULLET> ‘1.",1632,145,8.702551084999982,16.661780963277195
441,email,"Mark, Stephanie further to our conversations please find a summary list which  I will need some help on.
As part of our business plan for 2001 Phillip and  myself will make a presentation to Delainey et al regarding the West  Initiatives.
This is going to happen by Dec. 8.
As you guys know our group in total is going to be made up of a few key areas.
Producer Services  Transportation Origination/ Middle Marketing Trading   Can you put together in draft form a business plan for next year that  outlines some key items.
Once we have a first pass at this, we can  incorporate into the overall package and decide how this fits in with our new  group.
The key subject items should include:    SM/MW/BT 1> Market Overview - supply demand fundamentals in your area.
SM/MW/BT 2> Strategies and opportunities for 2001 ( What new initiatives will  we implement ?)
SM/MW/BT 3> New products and structures for your area SM/MW/BT 4> Issues in 2000 ( what didn't work ?)
BT  5> Organization Issues / people /transition etc.
If you could start thinking about these in greater detail, we can then go  through and incorporate into the west orig.
objectives.
Call me to discuss, but we should start to discuss detail early next week.
BT   Thanks,  BT","- Mark, Stephanie further to our conversations please find a summary list which I will need some help on.
- As part of our business plan for 2001 Phillip and myself will make a presentation to Delainey et al regarding the West Initiatives.
- This is going to happen by Dec.
- As you guys know our group in total is going to be made up of a few key areas.
- Producer Services Transportation Origination/ Middle Marketing Trading Can you put together in draft form a business plan for next year that outlines some key items.",- This is going to happen by Dec. 8.,<BULLET> This is going to happen by Dec. 8.,492,11,0.8410170189999917,13.079402380084426
16,email,"As far as I can discern from my limited due diligence, the Bridgeline interests have not been pledged or encumbered by Enron and it does not appear that they have been directly affected by the Bankruptcy.
Let me know if anything else needs to be rundown quickly.
Jordan","- As far as I can discern from my limited due diligence, the Bridgeline interests have not been pledged or encumbered by Enron and it does not appear that they have been directly affected by the Bankruptcy.
- Let me know if anything else needs to be rundown quickly.","- Let me know if anything else needs to be rundown quickly.
- Jordan",<BULLET> Let me know if anything else needs to be rundown quickly.<BULLET> Jordan,269,18,0.7346116009999832,24.502744001725084
369,email,"We will set up a call-in number to relay to folks any actions the Commission  takes tomorrow.
The Commission meeting starts at 10 AM PST, but it's unclear  when they will take up our issue.
Since the press will likely have the place  surrounded, they may decide to do that item first.
We'll send out a notice  with a call-in # and time as soon as we have the information.
Best,","- We will set up a call-in number to relay to folks any actions the Commission takes tomorrow.
- The Commission meeting starts at 10 AM PST, but it's unclear when they will take up our issue.
- Since the press will likely have the place surrounded, they may decide to do that item first.
- We'll send out a notice with a call-in # and time as soon as we have the information.","- The Commission meeting starts at 10 AM PST, but it's unclear when they will take up our issue.
- Since the press will likely have the place surrounded, they may decide to do that item first.","<BULLET> The Commission meeting starts at 10 AM PST, but it's unclear when they will take up our issue.<BULLET> Since the press will likely have the place surrounded, they may decide to do that item first.",296,46,1.468246506000014,31.329888960757085
